"ec_clean_tenant_id"|"ec_lotting_attribute_name"|"ec_lotting_attribute_value"|"ec_lotting_attribute_priority"|"itm_nbr_sus_itm"|"material_number_sap_dim_mtrl"|"usf_product_number_usf_integrated_product_master "
0mvKAas|Color|NOT APPLICABLE|03|6041487|6041487|
0mvKAas|Preparation|NOT APPLICABLE|04|6041487|6041487|
0mvKAas|Packed In|NOT APPLICABLE|05|6041487|6041487|
0mvKAas|Processing Style|NOT APPLICABLE|06|6041487|6041487|
0mvKAas|Process Dimension|NOT APPLICABLE|07|6041487|6041487|
0mvKAas|Product Size|NOT APPLICABLE|08|6041487|6041487|
0mvKAas|Seasoning/Flavor Profile|NOT APPLICABLE|09|6041487|6041487|
0mvKAas|Growing Area|NOT APPLICABLE|10|6041487|6041487|
0mvKAas|Growing Practices|TRADITIONAL|11|6041487|6041487|
0mvKAas|Packaging|CARTON JAR|12|6041487|6041487|
0pAA9KQ|Commodity Type|GARLIC|01|6909145|6909145|
0pAA9KQ|Primary Variety|NOT APPLICABLE|02|6909145|6909145|
0pAA9KQ|Color|NOT APPLICABLE|03|6909145|6909145|
0pAA9KQ|Preparation|NOT APPLICABLE|04|6909145|6909145|
0pAA9KQ|Packed In|NOT APPLICABLE|05|6909145|6909145|
0pAA9KQ|Processing Style|PEELED|06|6909145|6909145|
0pAA9KQ|Process Dimension|NOT APPLICABLE|07|6909145|6909145|
0pAA9KQ|Product Size|NOT APPLICABLE|08|6909145|6909145|
0pAA9KQ|Seasoning/Flavor Profile|NOT APPLICABLE|09|6909145|6909145|
0pAA9KQ|Growing Area|CHINA|10|6909145|6909145|
0pAA9KQ|Growing Practices|TRADITIONAL|11|6909145|6909145|
0pAA9KQ|Packaging|CARTON JAR|12|6909145|6909145|
0ocG7Da|Commodity Type|SHALLOT|01|8645632|8645632|
0ocG7Da|Primary Variety|NOT APPLICABLE|02|8645632|8645632|
0ocG7Da|Color|NOT APPLICABLE|03|8645632|8645632|
0ocG7Da|Preparation|FRESH|04|8645632|8645632|
0ocG7Da|Packed In|NOT APPLICABLE|05|8645632|8645632|
0ocG7Da|Processing Style|PEELED|06|8645632|8645632|
0ocG7Da|Process Dimension|NOT APPLICABLE|07|8645632|8645632|
0ocG7Da|Product Size|NOT APPLICABLE|08|8645632|8645632|
0ocG7Da|Seasoning/Flavor Profile|NOT APPLICABLE|09|8645632|8645632|
0ocG7Da|Growing Area|NOT APPLICABLE|10|8645632|8645632|
0ocG7Da|Growing Practices|TRADITIONAL|11|8645632|8645632|
0ocG7Da|Packaging|CARTON JAR|12|8645632|8645632|
0ne3EIg|Commodity Type|GINGER|01|4042917|4042917|
0ne3EIg|Primary Variety|NOT APPLICABLE|02|4042917|4042917|
0ne3EIg|Color|NOT APPLICABLE|03|4042917|4042917|
0ne3EIg|Preparation|PICKLED|04|4042917|4042917|
0ne3EIg|Packed In|NOT APPLICABLE|05|4042917|4042917|
0ne3EIg|Processing Style|NOT APPLICABLE|06|4042917|4042917|
0ne3EIg|Process Dimension|NOT APPLICABLE|07|4042917|4042917|
0ne3EIg|Product Size|NOT APPLICABLE|08|4042917|4042917|
0ne3EIg|Seasoning/Flavor Profile|NOT APPLICABLE|09|4042917|4042917|
0ne3EIg|Growing Area|NOT APPLICABLE|10|4042917|4042917|
0ne3EIg|Growing Practices|TRADITIONAL|11|4042917|4042917|
0ne3EIg|Packaging|CARTON JAR|12|4042917|4042917|
0yCLrq2|Commodity Type|GINGER|01|1470626||
0yCLrq2|Primary Variety|NOT APPLICABLE|02|1470626||
0yCLrq2|Color|PINK|03|1470626||
0yCLrq2|Preparation|PICKLED|04|1470626||
0yCLrq2|Packed In|NOT APPLICABLE|05|1470626||
0yCLrq2|Processing Style|SLICED|06|1470626||
0yCLrq2|Process Dimension|NOT APPLICABLE|07|1470626||
0yCLrq2|Product Size|NOT APPLICABLE|08|1470626||
0yCLrq2|Seasoning/Flavor Profile|NOT APPLICABLE|09|1470626||
0yCLrq2|Growing Area|NOT APPLICABLE|10|1470626||
0yCLrq2|Growing Practices|TRADITIONAL|11|1470626||
0yCLrq2|Packaging|CARTON BULK|12|1470626||
0vPo9vq|Commodity Type|GARLIC|01|1209926||
0vPo9vq|Primary Variety|NOT APPLICABLE|02|1209926||
0vPo9vq|Color|NOT APPLICABLE|03|1209926||
0vPo9vq|Preparation|FRESH|04|1209926||
0vPo9vq|Packed In|NOT APPLICABLE|05|1209926||
0vPo9vq|Processing Style|NOT APPLICABLE|06|1209926||
0vPo9vq|Process Dimension|NOT APPLICABLE|07|1209926||
0vPo9vq|Product Size|NOT APPLICABLE|08|1209926||
0vPo9vq|Seasoning/Flavor Profile|NOT APPLICABLE|09|1209926||
0vPo9vq|Growing Area|NOT APPLICABLE|10|1209926||
0vPo9vq|Growing Practices|TRADITIONAL|11|1209926||
0vPo9vq|Packaging|CARTON BULK|12|1209926||
0pmTJGY|Commodity Type|GARLIC|01|7200496||
0pmTJGY|Primary Variety|NOT APPLICABLE|02|7200496||
0pmTJGY|Color|NOT APPLICABLE|03|7200496||
0pmTJGY|Preparation|NOT APPLICABLE|04|7200496||
0pmTJGY|Packed In|NOT APPLICABLE|05|7200496||
0pmTJGY|Processing Style|BULB|06|7200496||
0pmTJGY|Process Dimension|NOT APPLICABLE|07|7200496||
0pmTJGY|Product Size|SMALL|08|7200496||
0pmTJGY|Seasoning/Flavor Profile|NOT APPLICABLE|09|7200496||
0pmTJGY|Growing Area|NOT APPLICABLE|10|7200496||
0pmTJGY|Growing Practices|TRADITIONAL|11|7200496||
0pmTJGY|Packaging|CARTON BULK|12|7200496||
0nAKqcY|Commodity Type|GINGER|01|4240602|4240602|
0nAKqcY|Primary Variety|NOT APPLICABLE|02|4240602|4240602|
0nAKqcY|Color|NOT APPLICABLE|03|4240602|4240602|
0nAKqcY|Preparation|FRESH|04|4240602|4240602|
0nAKqcY|Packed In|NOT APPLICABLE|05|4240602|4240602|
0nAKqcY|Processing Style|PEELED|06|4240602|4240602|
0nAKqcY|Process Dimension|NOT APPLICABLE|07|4240602|4240602|
0nAKqcY|Product Size|NOT APPLICABLE|08|4240602|4240602|
0nAKqcY|Seasoning/Flavor Profile|NOT APPLICABLE|09|4240602|4240602|
0nAKqcY|Growing Area|NOT APPLICABLE|10|4240602|4240602|
0nAKqcY|Growing Practices|TRADITIONAL|11|4240602|4240602|
0nAKqcY|Packaging|CARTON JAR|12|4240602|4240602|
0ouu4Yw|Commodity Type|GINGER|01|6584973|6584973|
0ouu4Yw|Primary Variety|NOT APPLICABLE|02|6584973|6584973|
0ouu4Yw|Color|WHITE|03|6584973|6584973|
0ouu4Yw|Preparation|PICKLED|04|6584973|6584973|
0ouu4Yw|Packed In|NOT APPLICABLE|05|6584973|6584973|
0ouu4Yw|Processing Style|NOT APPLICABLE|06|6584973|6584973|
0ouu4Yw|Process Dimension|NOT APPLICABLE|07|6584973|6584973|
0ouu4Yw|Product Size|NOT APPLICABLE|08|6584973|6584973|
0ouu4Yw|Seasoning/Flavor Profile|NOT APPLICABLE|09|6584973|6584973|
0ouu4Yw|Growing Area|NOT APPLICABLE|10|6584973|6584973|
0ouu4Yw|Growing Practices|TRADITIONAL|11|6584973|6584973|
0ouu4Yw|Packaging|CARTON BULK|12|6584973|6584973|
0wgsCXe|Commodity Type|GINGER|01|7596194||
0wgsCXe|Primary Variety|KIZAMI BENI SHOGA|02|7596194||
0wgsCXe|Color|RED|03|7596194||
0wgsCXe|Preparation|NOT APPLICABLE|04|7596194||
0wgsCXe|Packed In|NOT APPLICABLE|05|7596194||
0wgsCXe|Processing Style|SHRED|06|7596194||
0wgsCXe|Process Dimension|NOT APPLICABLE|07|7596194||
0wgsCXe|Product Size|NOT APPLICABLE|08|7596194||
0wgsCXe|Seasoning/Flavor Profile|NOT APPLICABLE|09|7596194||
0wgsCXe|Growing Area|NOT APPLICABLE|10|7596194||
0wgsCXe|Growing Practices|TRADITIONAL|11|7596194||
0wgsCXe|Packaging|CARTON JAR|12|7596194||
0weobqg|Commodity Type|SHALLOT|01|2880597||
0weobqg|Primary Variety|RAKKYO ZUKE (PICKLED)|02|2880597||
0weobqg|Color|NOT APPLICABLE|03|2880597||
0weobqg|Preparation|NOT APPLICABLE|04|2880597||
0weobqg|Packed In|NOT APPLICABLE|05|2880597||
0weobqg|Processing Style|WHOLE|06|2880597||
0weobqg|Process Dimension|NOT APPLICABLE|07|2880597||
0weobqg|Product Size|NOT APPLICABLE|08|2880597||
0weobqg|Seasoning/Flavor Profile|NOT APPLICABLE|09|2880597||
0weobqg|Growing Area|NOT APPLICABLE|10|2880597||
0weobqg|Growing Practices|TRADITIONAL|11|2880597||
0weobqg|Packaging|CARTON JAR|12|2880597||
0q0FgDm|Commodity Type|GARLIC|01|2881429||
0q0FgDm|Primary Variety|NOT APPLICABLE|02|2881429||
0q0FgDm|Color|NOT APPLICABLE|03|2881429||
0q0FgDm|Preparation|NOT APPLICABLE|04|2881429||
0q0FgDm|Packed In|NOT APPLICABLE|05|2881429||
0q0FgDm|Processing Style|PEELED|06|2881429||
0q0FgDm|Process Dimension|NOT APPLICABLE|07|2881429||
0q0FgDm|Product Size|NOT APPLICABLE|08|2881429||
0q0FgDm|Seasoning/Flavor Profile|NOT APPLICABLE|09|2881429||
0q0FgDm|Growing Area|NOT APPLICABLE|10|2881429||
0q0FgDm|Growing Practices|TRADITIONAL|11|2881429||
0q0FgDm|Packaging|CARTON JAR|12|2881429||
0mWGAxK|Commodity Type|GARLIC|01|2606150|2606150|
0mWGAxK|Primary Variety|NOT APPLICABLE|02|2606150|2606150|
0mWGAxK|Color|NOT APPLICABLE|03|2606150|2606150|
0mWGAxK|Preparation|FRESH|04|2606150|2606150|
0mWGAxK|Packed In|NOT APPLICABLE|05|2606150|2606150|
0mWGAxK|Processing Style|BULB|06|2606150|2606150|
0mWGAxK|Process Dimension|NOT APPLICABLE|07|2606150|2606150|
0mWGAxK|Product Size|NOT APPLICABLE|08|2606150|2606150|
0mWGAxK|Seasoning/Flavor Profile|NOT APPLICABLE|09|2606150|2606150|
0mWGAxK|Growing Area|NOT APPLICABLE|10|2606150|2606150|
0mWGAxK|Growing Practices|ORGANIC|11|2606150|2606150|
0mWGAxK|Packaging|CARTON BULK|12|2606150|2606150|
0prDbrK|Commodity Type|GARLIC|01|3044367||
0prDbrK|Primary Variety|NOT APPLICABLE|02|3044367||
0prDbrK|Color|NOT APPLICABLE|03|3044367||
0prDbrK|Preparation|FRESH|04|3044367||
0prDbrK|Packed In|NOT APPLICABLE|05|3044367||
0prDbrK|Processing Style|DICED|06|3044367||
0prDbrK|Process Dimension|1/8""|07|3044367||
0prDbrK|Product Size|NOT APPLICABLE|08|3044367||
0prDbrK|Seasoning/Flavor Profile|NOT APPLICABLE|09|3044367||
0prDbrK|Growing Area|NOT APPLICABLE|10|3044367||
0prDbrK|Growing Practices|TRADITIONAL|11|3044367||
0prDbrK|Packaging|CARTON JAR|12|3044367||
0pgyT94|Commodity Type|GARLIC|01|2135503||
0pgyT94|Primary Variety|NOT APPLICABLE|02|2135503||
0pgyT94|Color|NOT APPLICABLE|03|2135503||
0pgyT94|Preparation|FRESH|04|2135503||
0pgyT94|Packed In|NOT APPLICABLE|05|2135503||
0pgyT94|Processing Style|DICED|06|2135503||
0pgyT94|Process Dimension|1/8""|07|2135503||
0pgyT94|Product Size|NOT APPLICABLE|08|2135503||
0pgyT94|Seasoning/Flavor Profile|NOT APPLICABLE|09|2135503||
0pgyT94|Growing Area|NOT APPLICABLE|10|2135503||
0pgyT94|Growing Practices|TRADITIONAL|11|2135503||
0pgyT94|Packaging|CARTON JAR|12|2135503||
0p3B3Ic|Commodity Type|GARLIC|01|5300003|5300003|
0p3B3Ic|Primary Variety|NOT APPLICABLE|02|5300003|5300003|
0p3B3Ic|Color|NOT APPLICABLE|03|5300003|5300003|
0p3B3Ic|Preparation|NOT APPLICABLE|04|5300003|5300003|
0p3B3Ic|Packed In|NOT APPLICABLE|05|5300003|5300003|
0p3B3Ic|Processing Style|WHOLE|06|5300003|5300003|
0p3B3Ic|Process Dimension|NOT APPLICABLE|07|5300003|5300003|
0p3B3Ic|Product Size|NOT APPLICABLE|08|5300003|5300003|
0p3B3Ic|Seasoning/Flavor Profile|NOT APPLICABLE|09|5300003|5300003|
0p3B3Ic|Growing Area|NOT APPLICABLE|10|5300003|5300003|
0p3B3Ic|Growing Practices|TRADITIONAL|11|5300003|5300003|
0p3B3Ic|Packaging|CARTON BULK|12|5300003|5300003|
0w2v5io|Commodity Type|GARLIC|01|8976898||
0w2v5io|Primary Variety|NOT APPLICABLE|02|8976898||
0w2v5io|Color|BLACK|03|8976898||
0w2v5io|Preparation|NOT APPLICABLE|04|8976898||
0w2v5io|Packed In|NOT APPLICABLE|05|8976898||
0w2v5io|Processing Style|WHOLE|06|8976898||
0w2v5io|Process Dimension|NOT APPLICABLE|07|8976898||
0w2v5io|Product Size|NOT APPLICABLE|08|8976898||
0w2v5io|Seasoning/Flavor Profile|NOT APPLICABLE|09|8976898||
0w2v5io|Growing Area|NOT APPLICABLE|10|8976898||
0w2v5io|Growing Practices|TRADITIONAL|11|8976898||
0w2v5io|Packaging|CARTON JAR|12|8976898||
0mj4KCU|Commodity Type|GARLIC|01|6418966|6418966|
0mj4KCU|Primary Variety|NOT APPLICABLE|02|6418966|6418966|
0mj4KCU|Color|NOT APPLICABLE|03|6418966|6418966|
0mj4KCU|Preparation|NOT APPLICABLE|04|6418966|6418966|
0mj4KCU|Packed In|NOT APPLICABLE|05|6418966|6418966|
0mj4KCU|Processing Style|PEELED|06|6418966|6418966|
0mj4KCU|Process Dimension|NOT APPLICABLE|07|6418966|6418966|
0mj4KCU|Product Size|NOT APPLICABLE|08|6418966|6418966|
0mj4KCU|Seasoning/Flavor Profile|NOT APPLICABLE|09|6418966|6418966|
0mj4KCU|Growing Area|NOT APPLICABLE|10|6418966|6418966|
0mj4KCU|Growing Practices|TRADITIONAL|11|6418966|6418966|
0mj4KCU|Packaging|CARTON JAR|12|6418966|6418966|
0pBFS34|Commodity Type|SHALLOT|01|1473206|1473206|
0pBFS34|Primary Variety|NOT APPLICABLE|02|1473206|1473206|
0pBFS34|Color|NOT APPLICABLE|03|1473206|1473206|
0pBFS34|Preparation|FRESH|04|1473206|1473206|
0pBFS34|Packed In|NOT APPLICABLE|05|1473206|1473206|
0pBFS34|Processing Style|PEELED|06|1473206|1473206|
0pBFS34|Process Dimension|NOT APPLICABLE|07|1473206|1473206|
0pBFS34|Product Size|NOT APPLICABLE|08|1473206|1473206|
0pBFS34|Seasoning/Flavor Profile|NOT APPLICABLE|09|1473206|1473206|
0pBFS34|Growing Area|NOT APPLICABLE|10|1473206|1473206|
0pBFS34|Growing Practices|TRADITIONAL|11|1473206|1473206|
0pBFS34|Packaging|CARTON JAR|12|1473206|1473206|
0maRl7m|Commodity Type|GINGER|01|1184902|1184902|
0maRl7m|Primary Variety|ROOT|02|1184902|1184902|
0maRl7m|Color|NOT APPLICABLE|03|1184902|1184902|
0maRl7m|Preparation|FRESH|04|1184902|1184902|
0maRl7m|Packed In|NOT APPLICABLE|05|1184902|1184902|
0maRl7m|Processing Style|NOT APPLICABLE|06|1184902|1184902|
0maRl7m|Process Dimension|NOT APPLICABLE|07|1184902|1184902|
0maRl7m|Product Size|NOT APPLICABLE|08|1184902|1184902|
0maRl7m|Seasoning/Flavor Profile|NOT APPLICABLE|09|1184902|1184902|
0maRl7m|Growing Area|NOT APPLICABLE|10|1184902|1184902|
0maRl7m|Growing Practices|TRADITIONAL|11|1184902|1184902|
0maRl7m|Packaging|CARTON BULK|12|1184902|1184902|
0oAeQ22|Commodity Type|GARLIC|01|3305372|3305372|
0oAeQ22|Primary Variety|NOT APPLICABLE|02|3305372|3305372|
0oAeQ22|Color|NOT APPLICABLE|03|3305372|3305372|
0oAeQ22|Preparation|NOT APPLICABLE|04|3305372|3305372|
0oAeQ22|Packed In|NOT APPLICABLE|05|3305372|3305372|
0oAeQ22|Processing Style|PEELED|06|3305372|3305372|
0oAeQ22|Process Dimension|NOT APPLICABLE|07|3305372|3305372|
0oAeQ22|Product Size|NOT APPLICABLE|08|3305372|3305372|
0oAeQ22|Seasoning/Flavor Profile|ZESTY|09|3305372|3305372|
0oAeQ22|Growing Area|NOT APPLICABLE|10|3305372|3305372|
0oAeQ22|Growing Practices|TRADITIONAL|11|3305372|3305372|
0oAeQ22|Packaging|CARTON BULK|12|3305372|3305372|
0oLJTba|Commodity Type|GARLIC|01|1443977|1443977|
0oLJTba|Primary Variety|NOT APPLICABLE|02|1443977|1443977|
0oLJTba|Color|NOT APPLICABLE|03|1443977|1443977|
0oLJTba|Preparation|FRESH|04|1443977|1443977|
0oLJTba|Packed In|NOT APPLICABLE|05|1443977|1443977|
0oLJTba|Processing Style|WHOLE|06|1443977|1443977|
0oLJTba|Process Dimension|NOT APPLICABLE|07|1443977|1443977|
0oLJTba|Product Size|NOT APPLICABLE|08|1443977|1443977|
0oLJTba|Seasoning/Flavor Profile|NOT APPLICABLE|09|1443977|1443977|
0oLJTba|Growing Area|NOT APPLICABLE|10|1443977|1443977|
0oLJTba|Growing Practices|TRADITIONAL|11|1443977|1443977|
0oLJTba|Packaging|CARTON BULK|12|1443977|1443977|
0x0t7zy|Commodity Type|GARLIC|01|4953106||
0x0t7zy|Primary Variety|NOT APPLICABLE|02|4953106||
0x0t7zy|Color|NOT APPLICABLE|03|4953106||
0x0t7zy|Preparation|FRESH|04|4953106||
0x0t7zy|Packed In|NOT APPLICABLE|05|4953106||
0x0t7zy|Processing Style|DICED|06|4953106||
0x0t7zy|Process Dimension|1/8""|07|4953106||
0x0t7zy|Product Size|NOT APPLICABLE|08|4953106||
0x0t7zy|Seasoning/Flavor Profile|NOT APPLICABLE|09|4953106||
0x0t7zy|Growing Area|NOT APPLICABLE|10|4953106||
0x0t7zy|Growing Practices|TRADITIONAL|11|4953106||
0x0t7zy|Packaging|CARTON BULK|12|4953106||
0p1WHGo|Commodity Type|GARLIC|01|4703850|4703850|
0p1WHGo|Primary Variety|NOT APPLICABLE|02|4703850|4703850|
0p1WHGo|Color|NOT APPLICABLE|03|4703850|4703850|
0p1WHGo|Preparation|FRESH|04|4703850|4703850|
0p1WHGo|Packed In|NOT APPLICABLE|05|4703850|4703850|
0p1WHGo|Processing Style|SLIVER|06|4703850|4703850|
0p1WHGo|Process Dimension|NOT APPLICABLE|07|4703850|4703850|
0p1WHGo|Product Size|NOT APPLICABLE|08|4703850|4703850|
0p1WHGo|Seasoning/Flavor Profile|NOT APPLICABLE|09|4703850|4703850|
0p1WHGo|Growing Area|NOT APPLICABLE|10|4703850|4703850|
0p1WHGo|Growing Practices|TRADITIONAL|11|4703850|4703850|
0p1WHGo|Packaging|CARTON JAR|12|4703850|4703850|
0oJMLYs|Commodity Type|GREEN GARLIC (YOUNG / SPRING)|01|5023163|5023163|
0oJMLYs|Primary Variety|NOT APPLICABLE|02|5023163|5023163|
0oJMLYs|Color|NOT APPLICABLE|03|5023163|5023163|
0oJMLYs|Preparation|NOT APPLICABLE|04|5023163|5023163|
0oJMLYs|Packed In|NOT APPLICABLE|05|5023163|5023163|
0oJMLYs|Processing Style|WHOLE|06|5023163|5023163|
0oJMLYs|Process Dimension|NOT APPLICABLE|07|5023163|5023163|
0oJMLYs|Product Size|NOT APPLICABLE|08|5023163|5023163|
0oJMLYs|Seasoning/Flavor Profile|NOT APPLICABLE|09|5023163|5023163|
0oJMLYs|Growing Area|NOT APPLICABLE|10|5023163|5023163|
0oJMLYs|Growing Practices|TRADITIONAL|11|5023163|5023163|
0oJMLYs|Packaging|CARTON BULK|12|5023163|5023163|
0phSRTa|Commodity Type|GINGER|01|0585622||
0phSRTa|Primary Variety|NOT APPLICABLE|02|0585622||
0phSRTa|Color|NOT APPLICABLE|03|0585622||
0phSRTa|Preparation|FRESH|04|0585622||
0phSRTa|Packed In|NOT APPLICABLE|05|0585622||
0phSRTa|Processing Style|PEELED|06|0585622||
0phSRTa|Process Dimension|NOT APPLICABLE|07|0585622||
0phSRTa|Product Size|NOT APPLICABLE|08|0585622||
0phSRTa|Seasoning/Flavor Profile|NOT APPLICABLE|09|0585622||
0phSRTa|Growing Area|NOT APPLICABLE|10|0585622||
0phSRTa|Growing Practices|TRADITIONAL|11|0585622||
0phSRTa|Packaging|CARTON JAR|12|0585622||
0r3yVSI|Commodity Type|GARLIC|01|8250755||
0r3yVSI|Primary Variety|NOT APPLICABLE|02|8250755||
0r3yVSI|Color|NOT APPLICABLE|03|8250755||
0r3yVSI|Preparation|FRESH|04|8250755||
0r3yVSI|Packed In|NOT APPLICABLE|05|8250755||
0r3yVSI|Processing Style|WHOLE|06|8250755||
0r3yVSI|Process Dimension|NOT APPLICABLE|07|8250755||
0r3yVSI|Product Size|SUPER COLOSSAL|08|8250755||
0r3yVSI|Seasoning/Flavor Profile|NOT APPLICABLE|09|8250755||
0r3yVSI|Growing Area|NOT APPLICABLE|10|8250755||
0r3yVSI|Growing Practices|TRADITIONAL|11|8250755||
0r3yVSI|Packaging|CARTON BULK|12|8250755||
0pi2Bpm|Commodity Type|GINGER|01|8176812||
0pi2Bpm|Primary Variety|KIZAMI BENI SHOGA|02|8176812||
0pi2Bpm|Color|RED|03|8176812||
0pi2Bpm|Preparation|NOT APPLICABLE|04|8176812||
0pi2Bpm|Packed In|NOT APPLICABLE|05|8176812||
0pi2Bpm|Processing Style|SHRED|06|8176812||
0pi2Bpm|Process Dimension|NOT APPLICABLE|07|8176812||
0pi2Bpm|Product Size|NOT APPLICABLE|08|8176812||
0pi2Bpm|Seasoning/Flavor Profile|NOT APPLICABLE|09|8176812||
0pi2Bpm|Growing Area|NOT APPLICABLE|10|8176812||
0pi2Bpm|Growing Practices|TRADITIONAL|11|8176812||
0pi2Bpm|Packaging|CARTON JAR|12|8176812||
0oR6GAQ|Commodity Type|GINGER|01|6324166|6324166|
0oR6GAQ|Primary Variety|NOT APPLICABLE|02|6324166|6324166|
0oR6GAQ|Color|PINK|03|6324166|6324166|
0oR6GAQ|Preparation|PICKLED|04|6324166|6324166|
0oR6GAQ|Packed In|NOT APPLICABLE|05|6324166|6324166|
0oR6GAQ|Processing Style|NOT APPLICABLE|06|6324166|6324166|
0oR6GAQ|Process Dimension|NOT APPLICABLE|07|6324166|6324166|
0oR6GAQ|Product Size|NOT APPLICABLE|08|6324166|6324166|
0oR6GAQ|Seasoning/Flavor Profile|NOT APPLICABLE|09|6324166|6324166|
0oR6GAQ|Growing Area|NOT APPLICABLE|10|6324166|6324166|
0oR6GAQ|Growing Practices|TRADITIONAL|11|6324166|6324166|
0oR6GAQ|Packaging|CARTON BULK|12|6324166|6324166|
0o8D6s2|Commodity Type|GARLIC|01|1525526|1525526|
0o8D6s2|Primary Variety|ELEPHANT|02|1525526|1525526|
0o8D6s2|Color|NOT APPLICABLE|03|1525526|1525526|
0o8D6s2|Preparation|FRESH|04|1525526|1525526|
0o8D6s2|Packed In|NOT APPLICABLE|05|1525526|1525526|
0o8D6s2|Processing Style|NOT APPLICABLE|06|1525526|1525526|
0o8D6s2|Process Dimension|NOT APPLICABLE|07|1525526|1525526|
0o8D6s2|Product Size|NOT APPLICABLE|08|1525526|1525526|
0o8D6s2|Seasoning/Flavor Profile|NOT APPLICABLE|09|1525526|1525526|
0o8D6s2|Growing Area|NOT APPLICABLE|10|1525526|1525526|
0o8D6s2|Growing Practices|TRADITIONAL|11|1525526|1525526|
0o8D6s2|Packaging|CARTON BULK|12|1525526|1525526|
0nlXfuA|Commodity Type|GINGER|01|8029664|8029664|
0nlXfuA|Primary Variety|NOT APPLICABLE|02|8029664|8029664|
0nlXfuA|Color|NOT APPLICABLE|03|8029664|8029664|
0nlXfuA|Preparation|NOT APPLICABLE|04|8029664|8029664|
0nlXfuA|Packed In|NOT APPLICABLE|05|8029664|8029664|
0nlXfuA|Processing Style|SLICED SUSHI|06|8029664|8029664|
0nlXfuA|Process Dimension|NOT APPLICABLE|07|8029664|8029664|
0nlXfuA|Product Size|NOT APPLICABLE|08|8029664|8029664|
0nlXfuA|Seasoning/Flavor Profile|NOT APPLICABLE|09|8029664|8029664|
0nlXfuA|Growing Area|NOT APPLICABLE|10|8029664|8029664|
0nlXfuA|Growing Practices|NATURAL|11|8029664|8029664|
0nlXfuA|Packaging|CARTON BULK|12|8029664|8029664|
0t4n3o6|Commodity Type|GINGER|01|8933090||
0t4n3o6|Primary Variety|NOT APPLICABLE|02|8933090||
0t4n3o6|Color|PINK|03|8933090||
0t4n3o6|Preparation|NOT APPLICABLE|04|8933090||
0t4n3o6|Packed In|NOT APPLICABLE|05|8933090||
0t4n3o6|Processing Style|SLICED|06|8933090||
0t4n3o6|Process Dimension|NOT APPLICABLE|07|8933090||
0t4n3o6|Product Size|NOT APPLICABLE|08|8933090||
0t4n3o6|Seasoning/Flavor Profile|NOT APPLICABLE|09|8933090||
0t4n3o6|Growing Area|NOT APPLICABLE|10|8933090||
0t4n3o6|Growing Practices|TRADITIONAL|11|8933090||
0t4n3o6|Packaging|CARTON BULK|12|8933090||
0xo0cuU|Commodity Type|GINGER|01|2518268||
0xo0cuU|Primary Variety|NOT APPLICABLE|02|2518268||
0xo0cuU|Color|NOT APPLICABLE|03|2518268||
0xo0cuU|Preparation|PICKLED|04|2518268||
0xo0cuU|Packed In|NOT APPLICABLE|05|2518268||
0xo0cuU|Processing Style|NOT APPLICABLE|06|2518268||
0xo0cuU|Process Dimension|NOT APPLICABLE|07|2518268||
0xo0cuU|Product Size|NOT APPLICABLE|08|2518268||
0xo0cuU|Seasoning/Flavor Profile|NOT APPLICABLE|09|2518268||
0xo0cuU|Growing Area|NOT APPLICABLE|10|2518268||
0xo0cuU|Growing Practices|TRADITIONAL|11|2518268||
0xo0cuU|Packaging|CARTON BULK|12|2518268||
0mlpV94|Commodity Type|GINGER|01|5784451|5784451|
0mlpV94|Primary Variety|KIZAMI BENI SHOGA|02|5784451|5784451|
0mlpV94|Color|RED|03|5784451|5784451|
0mlpV94|Preparation|PICKLED|04|5784451|5784451|
0mlpV94|Packed In|NOT APPLICABLE|05|5784451|5784451|
0mlpV94|Processing Style|NOT APPLICABLE|06|5784451|5784451|
0mlpV94|Process Dimension|NOT APPLICABLE|07|5784451|5784451|
0mlpV94|Product Size|NOT APPLICABLE|08|5784451|5784451|
0mlpV94|Seasoning/Flavor Profile|NOT APPLICABLE|09|5784451|5784451|
0mlpV94|Growing Area|NOT APPLICABLE|10|5784451|5784451|
0mlpV94|Growing Practices|TRADITIONAL|11|5784451|5784451|
0mlpV94|Packaging|CARTON BAG|12|5784451|5784451|
0mmZlck|Commodity Type|GINGER|01|5780345|5780345|
0mmZlck|Primary Variety|NOT IDENTIFIED|02|5780345|5780345|
0mmZlck|Color|PINK|03|5780345|5780345|
0mmZlck|Preparation|NOT APPLICABLE|04|5780345|5780345|
0mmZlck|Packed In|NOT APPLICABLE|05|5780345|5780345|
0mmZlck|Processing Style|NOT APPLICABLE|06|5780345|5780345|
0mmZlck|Process Dimension|NOT APPLICABLE|07|5780345|5780345|
0mmZlck|Product Size|NOT APPLICABLE|08|5780345|5780345|
0mmZlck|Seasoning/Flavor Profile|NOT APPLICABLE|09|5780345|5780345|
0mmZlck|Growing Area|NOT APPLICABLE|10|5780345|5780345|
0mmZlck|Growing Practices|TRADITIONAL|11|5780345|5780345|
0mmZlck|Packaging|CARTON BULK|12|5780345|5780345|
0p0FZ1K|Commodity Type|GINGER|01|1929769|1929769|
0p0FZ1K|Primary Variety|NOT APPLICABLE|02|1929769|1929769|
0p0FZ1K|Color|NOT APPLICABLE|03|1929769|1929769|
0p0FZ1K|Preparation|FRESH|04|1929769|1929769|
