"ec_clean_tenant_id"|"ec_lotting_attribute_name"|"ec_lotting_attribute_value"|"ec_lotting_attribute_priority"|"itm_nbr_sus_itm"|"material_number_sap_dim_mtrl"|"usf_product_number_usf_integrated_product_master "
0p2C0RS|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|8148530|8148530|
0p2C0RS|Grade|US #1 FANCY|04|8148530|8148530|
0p2C0RS|Storage Type|NOT APPLICABLE|05|8148530|8148530|
0p2C0RS|Packaging|CARTON|06|8148530|8148530|
0p2C0RS|Growing Area|WESTERN|07|8148530|8148530|
0p2C0RS|Growing Practices|ORGANIC|08|8148530|8148530|
0p2C0RS|Product Style|WHOLE FRESH|09|8148530|8148530|
0p2C0RS|Processing|NOT IDENTIFIED|10|8148530|8148530|
0p2C0RS|Skin State|SKIN-ON|11|8148530|8148530|
0p2C0RS|Core State|WITH CORE|12|8148530|8148530|
0oPJ698|Primary Variety|ANJOU|01|1317825|1317825|
0oPJ698|Sub Variety / Color|NOT IDENTIFIED|02|1317825|1317825|
0oPJ698|Product SZ Size/Count/Ripeness Designation|80 CT|03|1317825|1317825|
0oPJ698|Grade|US #1 FANCY|04|1317825|1317825|
0oPJ698|Storage Type|NOT APPLICABLE|05|1317825|1317825|
0oPJ698|Packaging|CARTON|06|1317825|1317825|
0oPJ698|Growing Area|WESTERN|07|1317825|1317825|
0oPJ698|Growing Practices|CONVENTIONAL|08|1317825|1317825|
0oPJ698|Product Style|WHOLE FRESH|09|1317825|1317825|
0oPJ698|Processing|NOT IDENTIFIED|10|1317825|1317825|
0oPJ698|Skin State|SKIN-ON|11|1317825|1317825|
0oPJ698|Core State|WITH CORE|12|1317825|1317825|
0p3tbDq|Primary Variety|BOSC|01|4670337|4670337|
0p3tbDq|Sub Variety / Color|NOT IDENTIFIED|02|4670337|4670337|
0p3tbDq|Product SZ Size/Count/Ripeness Designation|90 CT|03|4670337|4670337|
0p3tbDq|Grade|US #1 FANCY|04|4670337|4670337|
0p3tbDq|Storage Type|NOT APPLICABLE|05|4670337|4670337|
0p3tbDq|Packaging|CARTON|06|4670337|4670337|
0p3tbDq|Growing Area|WESTERN|07|4670337|4670337|
0p3tbDq|Growing Practices|CONVENTIONAL|08|4670337|4670337|
0p3tbDq|Product Style|WHOLE FRESH|09|4670337|4670337|
0p3tbDq|Processing|NOT IDENTIFIED|10|4670337|4670337|
0p3tbDq|Skin State|SKIN-ON|11|4670337|4670337|
0p3tbDq|Core State|WITH CORE|12|4670337|4670337|
0p2Fr7u|Primary Variety|BARTLETT|01|4630695|4630695|
0p2Fr7u|Sub Variety / Color|NOT IDENTIFIED|02|4630695|4630695|
0p2Fr7u|Product SZ Size/Count/Ripeness Designation|80 CT|03|4630695|4630695|
0p2Fr7u|Grade|US #1 FANCY|04|4630695|4630695|
0p2Fr7u|Storage Type|NOT APPLICABLE|05|4630695|4630695|
0p2Fr7u|Packaging|CARTON|06|4630695|4630695|
0p2Fr7u|Growing Area|WESTERN|07|4630695|4630695|
0p2Fr7u|Growing Practices|CONVENTIONAL|08|4630695|4630695|
0p2Fr7u|Product Style|WHOLE FRESH|09|4630695|4630695|
0p2Fr7u|Processing|NOT IDENTIFIED|10|4630695|4630695|
0p2Fr7u|Skin State|SKIN-ON|11|4630695|4630695|
0p2Fr7u|Core State|WITH CORE|12|4630695|4630695|
0oCPrUs|Primary Variety|ASIAN|01|1379742|1379742|
0oCPrUs|Sub Variety / Color|NOT IDENTIFIED|02|1379742|1379742|
0oCPrUs|Product SZ Size/Count/Ripeness Designation|18 CT|03|1379742|1379742|
0oCPrUs|Grade|US #1 FANCY|04|1379742|1379742|
0oCPrUs|Storage Type|NOT APPLICABLE|05|1379742|1379742|
0oCPrUs|Packaging|CARTON|06|1379742|1379742|
0oCPrUs|Growing Area|NOT IDENTIFIED|07|1379742|1379742|
0oCPrUs|Growing Practices|CONVENTIONAL|08|1379742|1379742|
0oCPrUs|Product Style|WHOLE FRESH|09|1379742|1379742|
0oCPrUs|Processing|NOT IDENTIFIED|10|1379742|1379742|
0oCPrUs|Skin State|SKIN-ON|11|1379742|1379742|
0oCPrUs|Core State|WITH CORE|12|1379742|1379742|
0p7y27S|Primary Variety|SECKEL|01|1335033|1335033|
0p7y27S|Sub Variety / Color|BABY|02|1335033|1335033|
0p7y27S|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|1335033|1335033|
0p7y27S|Grade|US #1 FANCY|04|1335033|1335033|
0p7y27S|Storage Type|NOT APPLICABLE|05|1335033|1335033|
0p7y27S|Packaging|CARTON|06|1335033|1335033|
0p7y27S|Growing Area|WESTERN|07|1335033|1335033|
0p7y27S|Growing Practices|CONVENTIONAL|08|1335033|1335033|
0p7y27S|Product Style|WHOLE FRESH|09|1335033|1335033|
0p7y27S|Processing|NOT IDENTIFIED|10|1335033|1335033|
0p7y27S|Skin State|SKIN-ON|11|1335033|1335033|
0p7y27S|Core State|WITH CORE|12|1335033|1335033|
0pUMcq6|Primary Variety|ANJOU|01|9179235||
0pUMcq6|Sub Variety / Color|NOT IDENTIFIED|02|9179235||
0pUMcq6|Product SZ Size/Count/Ripeness Designation|60 CT|03|9179235||
0pUMcq6|Grade|US #1 FANCY|04|9179235||
0pUMcq6|Storage Type|NOT APPLICABLE|05|9179235||
0pUMcq6|Packaging|CARTON|06|9179235||
0pUMcq6|Growing Area|WESTERN|07|9179235||
0pUMcq6|Growing Practices|CONVENTIONAL|08|9179235||
0pUMcq6|Product Style|WHOLE FRESH|09|9179235||
0pUMcq6|Processing|NOT IDENTIFIED|10|9179235||
0pUMcq6|Skin State|SKIN-ON|11|9179235||
0pUMcq6|Core State|WITH CORE|12|9179235||
0xif8S6|Primary Variety|NOT IDENTIFIED|01|2478040||
0xif8S6|Sub Variety / Color|NOT IDENTIFIED|02|2478040||
0xif8S6|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|2478040||
0xif8S6|Grade|US #1 FANCY|04|2478040||
0xif8S6|Storage Type|NOT APPLICABLE|05|2478040||
0xif8S6|Packaging|CARTON|06|2478040||
0xif8S6|Growing Area|WESTERN|07|2478040||
0xif8S6|Growing Practices|CONVENTIONAL|08|2478040||
0xif8S6|Product Style|WHOLE FRESH|09|2478040||
0xif8S6|Processing|NOT IDENTIFIED|10|2478040||
0xif8S6|Skin State|SKIN-ON|11|2478040||
0xif8S6|Core State|WITH CORE|12|2478040||
0uOj5K2|Primary Variety|BARTLETT|01|5492491||
0uOj5K2|Sub Variety / Color|NOT IDENTIFIED|02|5492491||
0uOj5K2|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|5492491||
0uOj5K2|Grade|US #1 FANCY|04|5492491||
0uOj5K2|Storage Type|NOT APPLICABLE|05|5492491||
0uOj5K2|Packaging|CARTON|06|5492491||
0uOj5K2|Growing Area|WESTERN|07|5492491||
0uOj5K2|Growing Practices|ORGANIC|08|5492491||
0uOj5K2|Product Style|WHOLE FRESH|09|5492491||
0uOj5K2|Processing|NOT IDENTIFIED|10|5492491||
0uOj5K2|Skin State|SKIN-ON|11|5492491||
0uOj5K2|Core State|WITH CORE|12|5492491||
0ujQZ66|Primary Variety|BARTLETT|01|1168566||
0ujQZ66|Sub Variety / Color|NOT IDENTIFIED|02|1168566||
0ujQZ66|Product SZ Size/Count/Ripeness Designation|20 CT|03|1168566||
0ujQZ66|Grade|US #1 FANCY|04|1168566||
0ujQZ66|Storage Type|NOT APPLICABLE|05|1168566||
0ujQZ66|Packaging|CARTON|06|1168566||
0ujQZ66|Growing Area|WESTERN|07|1168566||
0ujQZ66|Growing Practices|CONVENTIONAL|08|1168566||
0ujQZ66|Product Style|WHOLE FRESH|09|1168566||
0ujQZ66|Processing|NOT IDENTIFIED|10|1168566||
0ujQZ66|Skin State|SKIN-ON|11|1168566||
0ujQZ66|Core State|WITH CORE|12|1168566||
0sRO7JW|Primary Variety|RED|01|4670105||
0sRO7JW|Sub Variety / Color|RED|02|4670105||
0sRO7JW|Product SZ Size/Count/Ripeness Designation|50 CT|03|4670105||
0sRO7JW|Grade|US #1 FANCY|04|4670105||
0sRO7JW|Storage Type|NOT APPLICABLE|05|4670105||
0sRO7JW|Packaging|CARTON|06|4670105||
0sRO7JW|Growing Area|WESTERN|07|4670105||
0sRO7JW|Growing Practices|CONVENTIONAL|08|4670105||
0sRO7JW|Product Style|WHOLE FRESH|09|4670105||
0sRO7JW|Processing|NOT IDENTIFIED|10|4670105||
0sRO7JW|Skin State|SKIN-ON|11|4670105||
0sRO7JW|Core State|WITH CORE|12|4670105||
0scglvi|Primary Variety|RED|01|4707568||
0scglvi|Sub Variety / Color|RED|02|4707568||
0scglvi|Product SZ Size/Count/Ripeness Designation|80 CT|03|4707568||
0scglvi|Grade|US #1 FANCY|04|4707568||
0scglvi|Storage Type|NOT APPLICABLE|05|4707568||
0scglvi|Packaging|CARTON|06|4707568||
0scglvi|Growing Area|WESTERN|07|4707568||
0scglvi|Growing Practices|CONVENTIONAL|08|4707568||
0scglvi|Product Style|WHOLE FRESH|09|4707568||
0scglvi|Processing|NOT IDENTIFIED|10|4707568||
0scglvi|Skin State|SKIN-ON|11|4707568||
0scglvi|Core State|WITH CORE|12|4707568||
0mdcmfO|Primary Variety|ANJOU|01|1185180|1185180|
0mdcmfO|Sub Variety / Color|NOT IDENTIFIED|02|1185180|1185180|
0mdcmfO|Product SZ Size/Count/Ripeness Designation|5 LB|03|1185180|1185180|
0mdcmfO|Grade|US #1 FANCY|04|1185180|1185180|
0mdcmfO|Storage Type|NOT APPLICABLE|05|1185180|1185180|
0mdcmfO|Packaging|CARTON|06|1185180|1185180|
0mdcmfO|Growing Area|WESTERN|07|1185180|1185180|
0mdcmfO|Growing Practices|CONVENTIONAL|08|1185180|1185180|
0mdcmfO|Product Style|WHOLE FRESH|09|1185180|1185180|
0mdcmfO|Processing|NOT IDENTIFIED|10|1185180|1185180|
0mdcmfO|Skin State|SKIN-ON|11|1185180|1185180|
0mdcmfO|Core State|WITH CORE|12|1185180|1185180|
0mkLrb4|Primary Variety|NOT IDENTIFIED|01|4292025|4292025|
0mkLrb4|Sub Variety / Color|NOT IDENTIFIED|02|4292025|4292025|
0mkLrb4|Product SZ Size/Count/Ripeness Designation|90 CT|03|4292025|4292025|
0mkLrb4|Grade|US #1 FANCY|04|4292025|4292025|
0mkLrb4|Storage Type|NOT APPLICABLE|05|4292025|4292025|
0mkLrb4|Packaging|CARTON|06|4292025|4292025|
0mkLrb4|Growing Area|WESTERN|07|4292025|4292025|
0mkLrb4|Growing Practices|CONVENTIONAL|08|4292025|4292025|
0mkLrb4|Product Style|WHOLE FRESH|09|4292025|4292025|
0mkLrb4|Processing|NOT IDENTIFIED|10|4292025|4292025|
0mkLrb4|Skin State|SKIN-ON|11|4292025|4292025|
0mkLrb4|Core State|WITH CORE|12|4292025|4292025|
0n6PYbG|Primary Variety|ANJOU|01|8677858|8677858|
0n6PYbG|Sub Variety / Color|NOT IDENTIFIED|02|8677858|8677858|
0n6PYbG|Product SZ Size/Count/Ripeness Designation|10 LB|03|8677858|8677858|
0n6PYbG|Grade|US #1 FANCY|04|8677858|8677858|
0n6PYbG|Storage Type|NOT APPLICABLE|05|8677858|8677858|
0n6PYbG|Packaging|CARTON|06|8677858|8677858|
0n6PYbG|Growing Area|WESTERN|07|8677858|8677858|
0n6PYbG|Growing Practices|CONVENTIONAL|08|8677858|8677858|
0n6PYbG|Product Style|WHOLE FRESH|09|8677858|8677858|
0n6PYbG|Processing|NOT IDENTIFIED|10|8677858|8677858|
0n6PYbG|Skin State|SKIN-ON|11|8677858|8677858|
0n6PYbG|Core State|WITH CORE|12|8677858|8677858|
0ngDpjy|Primary Variety|NOT IDENTIFIED|01|6902332|6902332|
0ngDpjy|Sub Variety / Color|NOT IDENTIFIED|02|6902332|6902332|
0ngDpjy|Product SZ Size/Count/Ripeness Designation|5 LB|03|6902332|6902332|
0ngDpjy|Grade|US #1 FANCY|04|6902332|6902332|
0ngDpjy|Storage Type|NOT APPLICABLE|05|6902332|6902332|
0ngDpjy|Packaging|CARTON|06|6902332|6902332|
0ngDpjy|Growing Area|WESTERN|07|6902332|6902332|
0ngDpjy|Growing Practices|CONVENTIONAL|08|6902332|6902332|
0ngDpjy|Product Style|WHOLE FRESH|09|6902332|6902332|
0ngDpjy|Processing|NOT IDENTIFIED|10|6902332|6902332|
0ngDpjy|Skin State|SKIN-ON|11|6902332|6902332|
0ngDpjy|Core State|WITH CORE|12|6902332|6902332|
0tT3Q7K|Primary Variety|ANJOU|01|8317489||
0tT3Q7K|Sub Variety / Color|NOT IDENTIFIED|02|8317489||
0tT3Q7K|Product SZ Size/Count/Ripeness Designation|100 CT|03|8317489||
0tT3Q7K|Grade|US #1 FANCY|04|8317489||
0tT3Q7K|Storage Type|NOT APPLICABLE|05|8317489||
0tT3Q7K|Packaging|CARTON|06|8317489||
0tT3Q7K|Growing Area|WESTERN|07|8317489||
0tT3Q7K|Growing Practices|CONVENTIONAL|08|8317489||
0tT3Q7K|Product Style|WHOLE FRESH|09|8317489||
0tT3Q7K|Processing|NOT IDENTIFIED|10|8317489||
0tT3Q7K|Skin State|SKIN-ON|11|8317489||
0tT3Q7K|Core State|WITH CORE|12|8317489||
0ti97Hq|Primary Variety|ANJOU|01|8317349||
0ti97Hq|Sub Variety / Color|NOT IDENTIFIED|02|8317349||
0ti97Hq|Product SZ Size/Count/Ripeness Designation|90 CT|03|8317349||
0ti97Hq|Grade|US #1 FANCY|04|8317349||
0ti97Hq|Storage Type|NOT APPLICABLE|05|8317349||
0ti97Hq|Packaging|CARTON|06|8317349||
0ti97Hq|Growing Area|WESTERN|07|8317349||
0ti97Hq|Growing Practices|CONVENTIONAL|08|8317349||
0ti97Hq|Product Style|WHOLE FRESH|09|8317349||
0ti97Hq|Processing|NOT IDENTIFIED|10|8317349||
0ti97Hq|Skin State|SKIN-ON|11|8317349||
0ti97Hq|Core State|WITH CORE|12|8317349||
0qF046I|Primary Variety|ANJOU|01|8318404||
0qF046I|Sub Variety / Color|NOT IDENTIFIED|02|8318404||
0qF046I|Product SZ Size/Count/Ripeness Designation|110 CT|03|8318404||
0qF046I|Grade|US #1 FANCY|04|8318404||
0qF046I|Storage Type|NOT APPLICABLE|05|8318404||
0qF046I|Packaging|CARTON|06|8318404||
0qF046I|Growing Area|WESTERN|07|8318404||
0qF046I|Growing Practices|CONVENTIONAL|08|8318404||
0qF046I|Product Style|WHOLE FRESH|09|8318404||
0qF046I|Processing|NOT IDENTIFIED|10|8318404||
0qF046I|Skin State|SKIN-ON|11|8318404||
0qF046I|Core State|WITH CORE|12|8318404||
0d8oGFP|Primary Variety|NOT IDENTIFIED|01|2055911||
0d8oGFP|Sub Variety / Color|NOT IDENTIFIED|02|2055911||
0d8oGFP|Product SZ Size/Count/Ripeness Designation|100 CT|03|2055911||
0d8oGFP|Grade|US #1 FANCY|04|2055911||
0d8oGFP|Storage Type|NOT APPLICABLE|05|2055911||
0d8oGFP|Packaging|CARTON|06|2055911||
0d8oGFP|Growing Area|WESTERN|07|2055911||
0d8oGFP|Growing Practices|CONVENTIONAL|08|2055911||
0d8oGFP|Product Style|WHOLE FRESH|09|2055911||
0d8oGFP|Processing|NOT IDENTIFIED|10|2055911||
0d8oGFP|Skin State|SKIN-ON|11|2055911||
0d8oGFP|Core State|WITH CORE|12|2055911||
0qkcxrK|Primary Variety|BARTLETT|01|1596032||
0qkcxrK|Sub Variety / Color|NOT IDENTIFIED|02|1596032||
0qkcxrK|Product SZ Size/Count/Ripeness Designation|100 CT|03|1596032||
0qkcxrK|Grade|US #1 FANCY|04|1596032||
0qkcxrK|Storage Type|NOT APPLICABLE|05|1596032||
0qkcxrK|Packaging|CARTON|06|1596032||
0qkcxrK|Growing Area|WESTERN|07|1596032||
0qkcxrK|Growing Practices|CONVENTIONAL|08|1596032||
0qkcxrK|Product Style|WHOLE FRESH|09|1596032||
0qkcxrK|Processing|NOT IDENTIFIED|10|1596032||
0qkcxrK|Skin State|SKIN-ON|11|1596032||
0qkcxrK|Core State|WITH CORE|12|1596032||
0pAExgU|Primary Variety|RED|01|5161757|5161757|
0pAExgU|Sub Variety / Color|RED|02|5161757|5161757|
0pAExgU|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|5161757|5161757|
0pAExgU|Grade|US #1 FANCY|04|5161757|5161757|
0pAExgU|Storage Type|NOT APPLICABLE|05|5161757|5161757|
0pAExgU|Packaging|CARTON|06|5161757|5161757|
0pAExgU|Growing Area|WESTERN|07|5161757|5161757|
0pAExgU|Growing Practices|CONVENTIONAL|08|5161757|5161757|
0pAExgU|Product Style|WHOLE FRESH|09|5161757|5161757|
0pAExgU|Processing|NOT IDENTIFIED|10|5161757|5161757|
0pAExgU|Skin State|SKIN-ON|11|5161757|5161757|
0pAExgU|Core State|WITH CORE|12|5161757|5161757|
0oIrks2|Primary Variety|FORELLE|01|6496038|6496038|
0oIrks2|Sub Variety / Color|NOT IDENTIFIED|02|6496038|6496038|
0oIrks2|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|6496038|6496038|
0oIrks2|Grade|US #1 FANCY|04|6496038|6496038|
0oIrks2|Storage Type|NOT APPLICABLE|05|6496038|6496038|
0oIrks2|Packaging|CARTON|06|6496038|6496038|
0oIrks2|Growing Area|WESTERN|07|6496038|6496038|
0oIrks2|Growing Practices|CONVENTIONAL|08|6496038|6496038|
0oIrks2|Product Style|WHOLE FRESH|09|6496038|6496038|
0oIrks2|Processing|NOT IDENTIFIED|10|6496038|6496038|
0oIrks2|Skin State|SKIN-ON|11|6496038|6496038|
0oIrks2|Core State|WITH CORE|12|6496038|6496038|
0n80tWA|Primary Variety|ANJOU|01|5445584|5445584|
0n80tWA|Sub Variety / Color|NOT IDENTIFIED|02|5445584|5445584|
0n80tWA|Product SZ Size/Count/Ripeness Designation|100 CT|03|5445584|5445584|
0n80tWA|Grade|US #1 FANCY|04|5445584|5445584|
0n80tWA|Storage Type|NOT APPLICABLE|05|5445584|5445584|
0n80tWA|Packaging|CARTON|06|5445584|5445584|
0n80tWA|Growing Area|WESTERN|07|5445584|5445584|
0n80tWA|Growing Practices|CONVENTIONAL|08|5445584|5445584|
0n80tWA|Product Style|WHOLE FRESH|09|5445584|5445584|
0n80tWA|Processing|NOT IDENTIFIED|10|5445584|5445584|
0n80tWA|Skin State|SKIN-ON|11|5445584|5445584|
0n80tWA|Core State|WITH CORE|12|5445584|5445584|
0o8XOEA|Primary Variety|BOSC|01|6636682|6636682|
0o8XOEA|Sub Variety / Color|NOT IDENTIFIED|02|6636682|6636682|
0o8XOEA|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|6636682|6636682|
0o8XOEA|Grade|US #1 FANCY|04|6636682|6636682|
0o8XOEA|Storage Type|NOT APPLICABLE|05|6636682|6636682|
0o8XOEA|Packaging|CARTON|06|6636682|6636682|
0o8XOEA|Growing Area|WESTERN|07|6636682|6636682|
0o8XOEA|Growing Practices|CONVENTIONAL|08|6636682|6636682|
0o8XOEA|Product Style|WHOLE FRESH|09|6636682|6636682|
0o8XOEA|Processing|NOT IDENTIFIED|10|6636682|6636682|
0o8XOEA|Skin State|SKIN-ON|11|6636682|6636682|
0o8XOEA|Core State|WITH CORE|12|6636682|6636682|
0wcfaRK|Primary Variety|BARTLETT|01|2319762||
0wcfaRK|Sub Variety / Color|NOT IDENTIFIED|02|2319762||
0wcfaRK|Product SZ Size/Count/Ripeness Designation|135 CT|03|2319762||
0wcfaRK|Grade|US #1 FANCY|04|2319762||
0wcfaRK|Storage Type|NOT APPLICABLE|05|2319762||
0wcfaRK|Packaging|CARTON|06|2319762||
0wcfaRK|Growing Area|WESTERN|07|2319762||
0wcfaRK|Growing Practices|CONVENTIONAL|08|2319762||
0wcfaRK|Product Style|WHOLE FRESH|09|2319762||
0wcfaRK|Processing|NOT IDENTIFIED|10|2319762||
0wcfaRK|Skin State|SKIN-ON|11|2319762||
0wcfaRK|Core State|WITH CORE|12|2319762||
0uao4He|Primary Variety|BARTLETT|01|1716042||
0uao4He|Sub Variety / Color|NOT IDENTIFIED|02|1716042||
0uao4He|Product SZ Size/Count/Ripeness Designation|20 CT|03|1716042||
0uao4He|Grade|US #1 FANCY|04|1716042||
0uao4He|Storage Type|NOT APPLICABLE|05|1716042||
0uao4He|Packaging|CARTON|06|1716042||
0uao4He|Growing Area|WESTERN|07|1716042||
0uao4He|Growing Practices|CONVENTIONAL|08|1716042||
0uao4He|Product Style|WHOLE FRESH|09|1716042||
0uao4He|Processing|NOT IDENTIFIED|10|1716042||
0uao4He|Skin State|SKIN-ON|11|1716042||
0uao4He|Core State|WITH CORE|12|1716042||
0psar1K|Primary Variety|ANJOU|01|1871763||
0psar1K|Sub Variety / Color|NOT IDENTIFIED|02|1871763||
0psar1K|Product SZ Size/Count/Ripeness Designation|20 CT|03|1871763||
0psar1K|Grade|US #1 FANCY|04|1871763||
0psar1K|Storage Type|NOT APPLICABLE|05|1871763||
0psar1K|Packaging|CARTON|06|1871763||
0psar1K|Growing Area|WESTERN|07|1871763||
0psar1K|Growing Practices|CONVENTIONAL|08|1871763||
0psar1K|Product Style|WHOLE FRESH|09|1871763||
0psar1K|Processing|NOT IDENTIFIED|10|1871763||
0psar1K|Skin State|SKIN-ON|11|1871763||
0psar1K|Core State|WITH CORE|12|1871763||
0vEbLba|Primary Variety|ASIAN|01|9710187||
0vEbLba|Sub Variety / Color|NOT IDENTIFIED|02|9710187||
0vEbLba|Product SZ Size/Count/Ripeness Designation|18-22 CT|03|9710187||
0vEbLba|Grade|US #1 FANCY|04|9710187||
0vEbLba|Storage Type|NOT APPLICABLE|05|9710187||
0vEbLba|Packaging|CARTON|06|9710187||
0vEbLba|Growing Area|NOT IDENTIFIED|07|9710187||
0vEbLba|Growing Practices|CONVENTIONAL|08|9710187||
0vEbLba|Product Style|WHOLE FRESH|09|9710187||
0vEbLba|Processing|NOT IDENTIFIED|10|9710187||
0vEbLba|Skin State|SKIN-ON|11|9710187||
0vEbLba|Core State|WITH CORE|12|9710187||
0pDFXMs|Primary Variety|ANJOU|01|5445718||
0pDFXMs|Sub Variety / Color|NOT IDENTIFIED|02|5445718||
0pDFXMs|Product SZ Size/Count/Ripeness Designation|135 CT|03|5445718||
0pDFXMs|Grade|US #1 FANCY|04|5445718||
0pDFXMs|Storage Type|NOT APPLICABLE|05|5445718||
0pDFXMs|Packaging|CARTON|06|5445718||
0pDFXMs|Growing Area|WESTERN|07|5445718||
0pDFXMs|Growing Practices|CONVENTIONAL|08|5445718||
0pDFXMs|Product Style|WHOLE FRESH|09|5445718||
0pDFXMs|Processing|NOT IDENTIFIED|10|5445718||
0pDFXMs|Skin State|SKIN-ON|11|5445718||
0pDFXMs|Core State|WITH CORE|12|5445718||
0p8pF5C|Primary Variety|NOT IDENTIFIED|01|8079535|8079535|
0p8pF5C|Sub Variety / Color|NOT IDENTIFIED|02|8079535|8079535|
0p8pF5C|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|8079535|8079535|
0p8pF5C|Grade|US #1 FANCY|04|8079535|8079535|
0p8pF5C|Storage Type|NOT APPLICABLE|05|8079535|8079535|
0p8pF5C|Packaging|CARTON|06|8079535|8079535|
0p8pF5C|Growing Area|WESTERN|07|8079535|8079535|
0p8pF5C|Growing Practices|CONVENTIONAL|08|8079535|8079535|
0p8pF5C|Product Style|WHOLE FRESH|09|8079535|8079535|
0p8pF5C|Processing|NOT IDENTIFIED|10|8079535|8079535|
0p8pF5C|Skin State|SKIN-ON|11|8079535|8079535|
0p8pF5C|Core State|WITH CORE|12|8079535|8079535|
0oUr6KU|Primary Variety|BOSC|01|1304559|1304559|
0oUr6KU|Sub Variety / Color|NOT IDENTIFIED|02|1304559|1304559|
0oUr6KU|Product SZ Size/Count/Ripeness Designation|90 CT|03|1304559|1304559|
0oUr6KU|Grade|US #1 FANCY|04|1304559|1304559|
0oUr6KU|Storage Type|NOT APPLICABLE|05|1304559|1304559|
0oUr6KU|Packaging|CARTON|06|1304559|1304559|
0oUr6KU|Growing Area|WESTERN|07|1304559|1304559|
0oUr6KU|Growing Practices|CONVENTIONAL|08|1304559|1304559|
0oUr6KU|Product Style|WHOLE FRESH|09|1304559|1304559|
0oUr6KU|Processing|NOT IDENTIFIED|10|1304559|1304559|
0oUr6KU|Skin State|SKIN-ON|11|1304559|1304559|
0oUr6KU|Core State|WITH CORE|12|1304559|1304559|
0p8TJQs|Primary Variety|BARTLETT|01|7945777|7945777|
0p8TJQs|Sub Variety / Color|NOT IDENTIFIED|02|7945777|7945777|
0p8TJQs|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|7945777|7945777|
0p8TJQs|Grade|US #1 FANCY|04|7945777|7945777|
0p8TJQs|Storage Type|NOT APPLICABLE|05|7945777|7945777|
0p8TJQs|Packaging|CARTON|06|7945777|7945777|
0p8TJQs|Growing Area|WESTERN|07|7945777|7945777|
0p8TJQs|Growing Practices|ORGANIC|08|7945777|7945777|
0p8TJQs|Product Style|WHOLE FRESH|09|7945777|7945777|
0p8TJQs|Processing|NOT IDENTIFIED|10|7945777|7945777|
0p8TJQs|Skin State|SKIN-ON|11|7945777|7945777|
0p8TJQs|Core State|WITH CORE|12|7945777|7945777|
0oYKY9G|Primary Variety|ASIAN|01|1857432|1857432|
0oYKY9G|Sub Variety / Color|NOT IDENTIFIED|02|1857432|1857432|
0oYKY9G|Product SZ Size/Count/Ripeness Designation|14 CT|03|1857432|1857432|
0oYKY9G|Grade|US #1 FANCY|04|1857432|1857432|
0oYKY9G|Storage Type|NOT APPLICABLE|05|1857432|1857432|
0oYKY9G|Packaging|CARTON|06|1857432|1857432|
0oYKY9G|Growing Area|NOT IDENTIFIED|07|1857432|1857432|
0oYKY9G|Growing Practices|CONVENTIONAL|08|1857432|1857432|
0oYKY9G|Product Style|WHOLE FRESH|09|1857432|1857432|
0oYKY9G|Processing|NOT IDENTIFIED|10|1857432|1857432|
0oYKY9G|Skin State|SKIN-ON|11|1857432|1857432|
0oYKY9G|Core State|WITH CORE|12|1857432|1857432|
0d8SOrL|Primary Variety|BARTLETT|01|6669543||
0d8SOrL|Sub Variety / Color|NOT IDENTIFIED|02|6669543||
0d8SOrL|Product SZ Size/Count/Ripeness Designation|100 CT|03|6669543||
0d8SOrL|Grade|US #1 FANCY|04|6669543||
0d8SOrL|Storage Type|NOT APPLICABLE|05|6669543||
0d8SOrL|Packaging|CARTON|06|6669543||
0d8SOrL|Growing Area|WESTERN|07|6669543||
0d8SOrL|Growing Practices|CONVENTIONAL|08|6669543||
0d8SOrL|Product Style|WHOLE FRESH|09|6669543||
0d8SOrL|Processing|NOT IDENTIFIED|10|6669543||
0d8SOrL|Skin State|SKIN-ON|11|6669543||
0d8SOrL|Core State|WITH CORE|12|6669543||
0thZmVC|Primary Variety|PACKHAM|01|4975091||
0thZmVC|Sub Variety / Color|NOT IDENTIFIED|02|4975091||
0thZmVC|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|4975091||
0thZmVC|Grade|US #1 FANCY|04|4975091||
0thZmVC|Storage Type|NOT APPLICABLE|05|4975091||
0thZmVC|Packaging|CARTON|06|4975091||
0thZmVC|Growing Area|WESTERN|07|4975091||
0thZmVC|Growing Practices|CONVENTIONAL|08|4975091||
0thZmVC|Product Style|WHOLE FRESH|09|4975091||
0thZmVC|Processing|NOT IDENTIFIED|10|4975091||
0thZmVC|Skin State|SKIN-ON|11|4975091||
0thZmVC|Core State|WITH CORE|12|4975091||
0sPPooQ|Primary Variety|FORELLE|01|0074118||
0sPPooQ|Sub Variety / Color|NOT IDENTIFIED|02|0074118||
